Vane,RPM corr [1/min],ER [ - ],M corr [kg/s],eta [fraction]
1,57172.4,1.67419,0.213364,0.524386
1,57172.4,1.796516,0.222854,0.535021
1,57172.4,1.95554,0.229891,0.528316
1,57172.4,2.162271,0.233797,0.505714
1,57172.4,2.431022,0.234318,0.470648
1,57172.4,2.780397,0.231948,0.429477
1,57172.4,3.234585,0.228275,0.39054
1,57172.4,3.5,0.226824,0.371366
1,58793.1,1.165576,0.001,0.01
1,58793.1,1.195576,0.038041,0.01
1,58793.1,1.225576,0.066851,0.01
1,58793.1,1.255576,0.089974,0.01
1,58793.1,1.285576,0.108967,0.01
1,58793.1,1.315576,0.124843,0.02447
1,58793.1,1.336272,0.13435,0.100329
1,58793.1,1.356967,0.142876,0.164028
1,58793.1,1.377663,0.150557,0.217969
1,58793.1,1.398359,0.157504,0.26399
1,58793.1,1.419055,0.163808,0.303513
1,58793.1,1.43975,0.169546,0.337657
1,58793.1,1.466655,0.176262,0.375441
1,58793.1,1.501631,0.183914,0.415638
1,58793.1,1.547099,0.19234,0.453381
1,58793.1,1.606208,0.201234,0.485857
1,58793.1,1.68305,0.210122,0.510465
1,58793.1,1.782945,0.218376,0.5244
1,58793.1,1.912808,0.225259,0.525588
1,58793.1,2.081629,0.230034,0.513197
1,58793.1,2.301097,0.232147,0.488084
1,58793.1,2.586406,0.231487,0.45347
1,58793.1,2.957307,0.228724,0.41587
1,58793.1,3.439479,0.225603,0.379686
1,58793.1,3.5,0.225353,0.375268
1,60413.8,1.17553,0.001,0.01
1,60413.8,1.20553,0.036605,0.01
1,60413.8,1.23553,0.064581,0.01
1,60413.8,1.26553,0.087201,0.01
1,60413.8,1.29553,0.105884,0.01
1,60413.8,1.32553,0.121569,0.01
1,60413.8,1.34747,0.131525,0.066555
1,60413.8,1.36941,0.140418,0.134945
1,60413.8,1.39135,0.1484,0.1927
1,60413.8,1.41329,0.155594,0.24186
1,60413.8,1.43523,0.1621,0.283996
1,60413.8,1.45717,0.168002,0.320337
1,60413.8,1.485692,0.174885,0.360489
1,60413.8,1.52277,0.182691,0.402202
1,60413.8,1.570972,0.191237,0.441151
1,60413.8,1.633635,0.20019,0.475083
1,60413.8,1.715097,0.209049,0.500853
1,60413.8,1.820997,0.21716,0.515528
1,60413.8,1.958667,0.223779,0.517033
1,60413.8,2.137639,0.228191,0.504656
1,60413.8,2.370301,0.229908,0.479556
1,60413.8,2.672763,0.228953,0.445584
1,60413.8,3.065963,0.226191,0.409835
1,60413.8,3.5,0.223832,0.378666
1,62034.5,1.185836,0.001,0.01
1,62034.5,1.215836,0.035227,0.01
1,62034.5,1.245836,0.06238,0.01
1,62034.5,1.275836,0.08449,0.01
1,62034.5,1.305836,0.102851,0.01
1,62034.5,1.335836,0.118332,0.01
1,62034.5,1.359064,0.128734,0.032997
1,62034.5,1.382292,0.137989,0.106085
1,62034.5,1.405521,0.146265,0.167644
1,62034.5,1.428749,0.153698,0.219922
1,62034.5,1.451977,0.160397,0.264646
1,62034.5,1.475205,0.166455,0.303158
1,62034.5,1.505402,0.173495,0.345571
1,62034.5,1.544658,0.181442,0.388263
1,62034.5,1.59569,0.190092,0.428799
1,62034.5,1.662033,0.199085,0.464194
1,62034.5,1.748278,0.207894,0.491081
1,62034.5,1.860396,0.215846,0.506449
1,62034.5,2.00615,0.222192,0.508242
1,62034.5,2.19563,0.226246,0.495896
1,62034.5,2.441954,0.227598,0.470929
1,62034.5,2.762175,0.22641,0.437889
1,62034.5,3.178463,0.223751,0.403986
1,62034.5,3.5,0.222261,0.381549
1,63655.2,1.196501,0.001,0.01
1,63655.2,1.226501,0.033904,0.01
1,63655.2,1.256501,0.060245,0.01
1,63655.2,1.286501,0.081841,0.01
1,63655.2,1.316501,0.099869,0.01
1,63655.2,1.346501,0.115134,0.01
1,63655.2,1.371062,0.125978,0.01
1,63655.2,1.395624,0.135589,0.077506
1,63655.2,1.420185,0.144152,0.142845
1,63655.2,1.444747,0.151816,0.198213
1,63655.2,1.469308,0.1587,0.245493
1,63655.2,1.49387,0.164906,0.286143
1,63655.2,1.525799,0.172091,0.329985
1,63655.2,1.567308,0.180165,0.374208
1,63655.2,1.62127,0.188903,0.416399
1,63655.2,1.691419,0.197919,0.453224
1,63655.2,1.782614,0.20666,0.481173
1,63655.2,1.901168,0.214437,0.497182
1,63655.2,2.055287,0.220504,0.499237
1,63655.2,2.255642,0.22421,0.486952
1,63655.2,2.516103,0.22523,0.462263
1,63655.2,2.854703,0.223878,0.430449
1,63655.2,3.294883,0.221422,0.398039
1,63655.2,3.5,0.22064,0.383907
1,65275.9,1.207533,0.001,0.01
1,65275.9,1.237533,0.032634,0.01
1,65275.9,1.267533,0.058177,0.01
1,65275.9,1.297533,0.079254,0.01
1,65275.9,1.327533,0.096941,0.01
1,65275.9,1.357533,0.111978,0.01
1,65275.9,1.383473,0.12326,0.01
1,65275.9,1.409414,0.13322,0.049257
1,65275.9,1.435354,0.142062,0.118342
1,65275.9,1.461295,0.149948,0.176763
1,65275.9,1.487235,0.157009,0.226561
1,65275.9,1.513175,0.163352,0.269045
1,65275.9,1.546898,0.170672,0.314215
1,65275.9,1.590737,0.17886,0.360165
1,65275.9,1.647728,0.18767,0.403997
1,65275.9,1.721817,0.196691,0.442197
1,65275.9,1.818132,0.205349,0.471146
1,65275.9,1.943341,0.212939,0.487744
1,65275.9,2.106113,0.218723,0.490039
1,65275.9,2.317717,0.222093,0.477858
1,65275.9,2.592802,0.222822,0.453621
1,65275.9,2.950413,0.221377,0.423293
1,65275.9,3.415307,0.21922,0.39159
1,65275.9,3.5,0.218967,0.385728
1,66896.6,1.218939,0.001,0.01
1,66896.6,1.248939,0.031414,0.01
1,66896.6,1.278939,0.056172,0.01
1,66896.6,1.308939,0.076731,0.01
1,66896.6,1.338939,0.094067,0.01
1,66896.6,1.368939,0.108868,0.01
1,66896.6,1.396305,0.120581,0.01
1,66896.6,1.423672,0.130882,0.02138
1,66896.6,1.451038,0.139994,0.094168
1,66896.6,1.478404,0.148093,0.155595
1,66896.6,1.50577,0.155321,0.207817
1,66896.6,1.533136,0.161795,0.25164
1,66896.6,1.568712,0.169238,0.298502
1,66896.6,1.614961,0.177526,0.346195
1,66896.6,1.675085,0.186393,0.391622
1,66896.6,1.753246,0.195403,0.431131
1,66896.6,1.854854,0.203962,0.461015
1,66896.6,1.986946,0.211354,0.478151
1,66896.6,2.158665,0.216855,0.48067
1,66896.6,2.381899,0.219908,0.468653
1,66896.6,2.672104,0.220387,0.445064
1,66896.6,3.04937,0.218922,0.416392
1,66896.6,3.5,0.217243,0.387
1,68517.2,1.230728,0.001,0.01
1,68517.2,1.260728,0.030242,0.01
1,68517.2,1.290728,0.05423,0.01
1,68517.2,1.320728,0.07427,0.01
1,68517.2,1.350728,0.09125,0.01
1,68517.2,1.380728,0.105805,0.01
1,68517.2,1.409568,0.117942,0.01
1,68517.2,1.438407,0.128576,0.01
1,68517.2,1.467247,0.137949,0.070347
1,68517.2,1.496087,0.146252,0.134728
1,68517.2,1.524927,0.153638,0.188915
1,68517.2,1.553766,0.160232,0.234333
1,68517.2,1.591258,0.167788,0.282937
1,68517.2,1.639997,0.176164,0.332336
1,68517.2,1.703358,0.185072,0.379294
1,68517.2,1.785728,0.194056,0.420041
1,68517.2,1.892808,0.202502,0.450791
1,68517.2,2.032012,0.209688,0.468416
1,68517.2,2.212977,0.214909,0.471152
1,68517.2,2.448232,0.217664,0.459378
1,68517.2,2.754064,0.21794,0.43665
1,68517.2,3.151645,0.21653,0.409632
1,68517.2,3.5,0.215467,0.387714
1,70137.9,1.242907,0.001,0.01
1,70137.9,1.272907,0.029116,0.01
1,70137.9,1.302907,0.05235,0.01
1,70137.9,1.332907,0.071871,0.01
1,70137.9,1.362907,0.08849,0.01
1,70137.9,1.392907,0.102791,0.01
1,70137.9,1.423269,0.115344,0.01
1,70137.9,1.453632,0.126301,0.01
1,70137.9,1.483994,0.135926,0.046899
1,70137.9,1.514356,0.144423,0.114047
1,70137.9,1.544718,0.151958,0.170168
1,70137.9,1.57508,0.158665,0.217248
1,70137.9,1.614551,0.166321,0.267566
1,70137.9,1.665864,0.174771,0.318613
1,70137.9,1.732569,0.183707,0.36703
1,70137.9,1.819287,0.19265,0.408937
1,70137.9,1.93202,0.200971,0.440485
1,70137.9,2.078572,0.207945,0.458554
1,70137.9,2.269091,0.212891,0.46151
1,70137.9,2.516764,0.215372,0.450074
1,70137.9,2.838741,0.215494,0.428424
1,70137.9,3.257309,0.214212,0.402803
1,70137.9,3.5,0.213638,0.387857
1,71758.6,1.255486,0.001,0.01
1,71758.6,1.285486,0.028033,0.01
1,71758.6,1.315486,0.050529,0.01
1,71758.6,1.345486,0.069534,0.01
1,71758.6,1.375486,0.085788,0.01
1,71758.6,1.405486,0.099828,0.01
1,71758.6,1.437421,0.112788,0.01
1,71758.6,1.469355,0.12406,0.01
1,71758.6,1.50129,0.133926,0.023839
1,71758.6,1.533224,0.142608,0.093563
1,71758.6,1.565159,0.150282,0.151722
1,71758.6,1.597093,0.15709,0.200439
1,71758.6,1.638608,0.164837,0.252418
1,71758.6,1.692578,0.173349,0.305042
1,71758.6,1.762738,0.182298,0.354839
1,71758.6,1.853946,0.191187,0.397828
1,71758.6,1.972517,0.199372,0.430107
1,71758.6,2.126659,0.20613,0.448578
1,71758.6,2.327044,0.210808,0.451766
1,71758.6,2.587544,0.213044,0.440785
1,71758.6,2.926194,0.213063,0.420406
1,71758.6,3.366439,0.211981,0.395604
1,71758.6,3.5,0.211757,0.387418
1,73379.3,1.268473,0.001,0.01
1,73379.3,1.298473,0.026993,0.01
1,73379.3,1.328473,0.048766,0.01
1,73379.3,1.358473,0.067259,0.01
1,73379.3,1.388473,0.083144,0.01
1,73379.3,1.418473,0.096917,0.01
1,73379.3,1.452031,0.110275,0.01
1,73379.3,1.485589,0.12185,0.01
1,73379.3,1.519147,0.131947,0.01
1,73379.3,1.552705,0.140804,0.073471
1,73379.3,1.586263,0.148607,0.133633
1,73379.3,1.619821,0.155509,0.183937
1,73379.3,1.663446,0.163336,0.237511
1,73379.3,1.720159,0.171897,0.291635
1,73379.3,1.793886,0.180846,0.342728
1,73379.3,1.889731,0.189669,0.386721
1,73379.3,2.014329,0.197708,0.419665
1,73379.3,2.176307,0.204248,0.438502
1,73379.3,2.386878,0.208669,0.441948
1,73379.3,2.660621,0.210689,0.431554
1,73379.3,3.016486,0.210659,0.412577
1,73379.3,3.479111,0.209843,0.387682
1,73379.3,3.5,0.209822,0.386387
1,75000,1.281878,0.001,0.01
1,75000,1.311878,0.025993,0.01
1,75000,1.341878,0.047059,0.01
1,75000,1.371878,0.065044,0.01
1,75000,1.401878,0.080559,0.01
1,75000,1.431878,0.094059,0.01
1,75000,1.467111,0.107804,0.01
1,75000,1.502345,0.119673,0.01
1,75000,1.537578,0.129991,0.01
1,75000,1.572812,0.139011,0.053831
1,75000,1.608045,0.146934,0.115933
1,75000,1.643279,0.153921,0.167762
1,75000,1.689083,0.161816,0.222856
1,75000,1.748627,0.170415,0.278398
1,75000,1.826035,0.179352,0.330705
1,75000,1.926666,0.188096,0.375622
1,75000,2.057486,0.195981,0.409166
1,75000,2.227551,0.202303,0.428341
1,75000,2.448637,0.206482,0.432081
1,75000,2.736047,0.208317,0.422419
1,75000,3.109682,0.208292,0.40486
1,75000,3.5,0.207833,0.384752
